hour,is_weekend,weather,road_type,avg_speed,cars,motorcycles,buses,trucks,total_vehicles
18,0,Fog,Urban,49,54,12,6,4,48
19,0,Clear,Urban,27,39,14,6,3,97
12,0,Clear,Highway,49,17,10,2,2,43
10,1,Clear,Urban,74,18,12,4,2,17
19,1,Clear,Suburban,51,25,22,3,6,53
21,1,Clear,Urban,80,11,11,3,2,30
7,1,Clear,Suburban,61,29,20,3,3,39
8,0,Clear,Urban,21,56,13,3,4,77
12,0,Fog,Urban,62,21,13,4,3,24
7,0,Clear,Urban,26,38,15,5,6,92
23,0,Clear,Suburban,59,14,8,2,2,42
6,0,Clear,Highway,61,16,6,2,4,25
7,0,Rain,Urban,54,30,13,6,5,60
13,1,Clear,Highway,81,16,8,2,4,25
9,1,Clear,Urban,83,46,12,7,6,39
1,0,Clear,Highway,65,7,1,1,2,6
4,0,Rain,Highway,60,8,4,0,2,6
5,1,Fog,Urban,86,8,2,1,2,2
12,0,Rain,Urban,85,18,12,4,3,36
7,1,Clear,Urban,56,32,10,6,2,43
13,1,Clear,Suburban,70,10,6,3,3,26
4,0,Clear,Urban,73,5,3,0,2,13
3,0,Clear,Highway,79,11,4,1,2,5
3,0,Clear,Highway,87,6,1,1,1,6
14,1,Clear,Urban,83,21,12,3,3,31
0,1,Clear,Suburban,88,8,3,1,2,13
18,0,Clear,Highway,51,35,11,3,2,58
13,0,Clear,Urban,85,28,7,3,2,40
8,1,Clear,Urban,83,28,12,7,4,35
0,0,Clear,Suburban,61,7,4,1,1,6
0,0,Clear,Highway,72,10,1,0,2,5
5,0,Clear,Suburban,81,9,4,1,2,19
9,0,Rain,Suburban,40,54,16,6,2,68
22,0,Rain,Highway,86,23,14,4,3,33
19,0,Clear,Urban,24,42,13,4,2,75
6,0,Clear,Suburban,55,26,11,4,4,44
19,0,Clear,Highway,41,32,12,6,6,54
11,1,Fog,Suburban,88,11,12,4,2,19
17,0,Clear,Urban,59,55,18,4,4,50
14,1,Clear,Suburban,77,16,8,3,4,28
17,1,Clear,Suburban,42,43,16,5,5,48
2,0,Fog,Suburban,72,5,2,1,1,9
8,1,Clear,Suburban,49,33,16,7,4,65
21,1,Clear,Urban,85,15,13,3,4,27
8,0,Rain,Highway,48,30,16,3,2,64
2,0,Fog,Highway,74,7,2,0,2,8
17,0,Clear,Urban,53,47,21,7,6,51
16,0,Clear,Highway,63,21,7,3,4,30
23,0,Clear,Suburban,43,16,8,1,2,42
7,1,Rain,Urban,41,24,21,6,5,52
2,0,Clear,Highway,67,3,4,0,2,9
4,0,Clear,Highway,89,7,4,1,2,17
23,1,Clear,Urban,81,10,5,4,4,30
0,1,Clear,Highway,65,4,4,0,2,4
17,1,Clear,Suburban,51,24,18,5,5,59
11,0,Clear,Urban,79,12,7,4,3,24
17,0,Clear,Urban,35,55,21,6,2,92
8,0,Clear,Highway,57,39,23,7,2,51
9,0,Clear,Highway,24,49,12,3,2,75
21,0,Clear,Suburban,46,28,5,2,4,45
1,0,Clear,Urban,61,7,2,0,1,19
10,0,Clear,Urban,53,18,7,4,2,45
22,0,Clear,Urban,74,14,10,1,4,25
20,1,Clear,Urban,80,23,6,1,3,28
21,0,Fog,Suburban,73,22,14,3,4,20
14,1,Rain,Highway,87,19,13,4,2,12
7,0,Clear,Highway,33,45,18,7,5,91
22,0,Clear,Highway,74,20,12,3,3,35
7,0,Rain,Urban,47,55,23,3,2,45
13,0,Clear,Suburban,86,22,10,2,3,40
14,0,Clear,Urban,50,24,13,4,4,44
13,1,Clear,Highway,77,9,12,4,2,29
19,1,Clear,Highway,56,32,10,3,6,50
9,0,Clear,Urban,21,38,10,4,5,77
23,1,Clear,Urban,84,10,8,2,2,24
7,1,Clear,Highway,56,46,18,7,4,66
7,0,Clear,Highway,22,51,13,7,6,93
19,0,Fog,Suburban,45,43,11,6,3,42
0,1,Clear,Urban,86,8,1,0,1,6
23,0,Rain,Urban,70,17,7,3,2,25
18,1,Clear,Suburban,44,24,19,3,2,64
17,1,Clear,Suburban,54,33,21,5,6,46
0,0,Clear,Highway,63,8,4,0,1,18
19,0,Clear,Suburban,56,54,14,4,5,55
2,1,Clear,Suburban,65,2,1,1,2,10
5,0,Clear,Urban,66,11,1,1,1,17
11,0,Clear,Urban,49,16,10,3,4,49
10,1,Clear,Highway,89,15,7,1,3,23
20,0,Clear,Highway,72,25,7,3,4,32
15,0,Rain,Urban,80,26,13,1,2,30
3,1,Rain,Urban,72,3,1,0,1,5
8,0,Clear,Suburban,20,37,16,5,6,88
23,0,Rain,Urban,83,15,7,1,2,26
19,1,Rain,Urban,55,44,13,5,3,44
2,0,Clear,Urban,85,9,3,0,2,16
10,0,Clear,Highway,73,17,9,4,4,30
2,1,Fog,Suburban,66,3,2,0,1,6
19,0,Clear,Suburban,47,50,20,4,3,64
11,0,Rain,Highway,62,26,13,3,2,22
4,1,Clear,Urban,82,5,1,1,2,5
19,0,Clear,Suburban,28,53,23,3,3,99
8,0,Fog,Suburban,57,59,10,7,5,57
9,0,Clear,Urban,34,34,15,6,4,87
19,0,Clear,Urban,41,54,15,5,5,57
23,0,Clear,Highway,68,13,10,4,2,39
10,0,Rain,Highway,62,27,7,2,4,23
5,0,Rain,Suburban,76,9,2,0,2,11
10,1,Clear,Suburban,71,12,14,2,2,28
11,0,Rain,Suburban,88,19,10,1,3,34
14,0,Clear,Highway,64,22,11,3,4,29
2,1,Fog,Highway,89,2,3,1,1,3
13,0,Rain,Suburban,74,25,6,2,3,35
2,0,Clear,Highway,65,3,3,1,1,14
6,0,Clear,Urban,89,12,11,2,4,31
2,0,Clear,Suburban,84,3,1,1,1,13
18,0,Clear,Highway,21,30,15,5,3,72
5,1,Clear,Urban,67,2,1,1,1,9
23,0,Clear,Urban,76,20,13,4,4,39
19,1,Clear,Highway,55,32,11,5,5,59
23,0,Clear,Highway,64,15,12,2,3,36
13,1,Clear,Suburban,81,14,9,1,4,29
9,0,Clear,Urban,36,48,16,3,6,72
5,0,Clear,Urban,66,4,2,0,2,9
21,0,Clear,Urban,63,28,7,2,4,30
15,0,Clear,Urban,66,26,12,3,3,27
12,0,Rain,Urban,84,22,14,2,2,21
4,1,Fog,Suburban,75,2,4,1,1,7
3,1,Clear,Highway,69,4,3,0,1,3
17,0,Clear,Highway,31,39,16,6,3,87
23,1,Rain,Suburban,60,11,5,3,4,12
10,0,Fog,Urban,65,25,5,1,4,28
6,0,Clear,Urban,82,16,10,3,2,34
5,0,Clear,Urban,77,10,2,0,1,7
9,0,Clear,Highway,30,49,17,4,6,90
15,0,Clear,Urban,58,29,11,2,3,46
21,1,Clear,Suburban,79,15,11,3,4,18
2,0,Rain,Urban,68,11,1,1,1,13
0,0,Clear,Urban,76,9,1,0,1,7
8,1,Clear,Urban,72,34,10,6,4,37
8,0,Clear,Urban,47,52,23,7,4,69
12,0,Clear,Suburban,61,17,7,4,4,23
8,0,Rain,Highway,35,54,23,5,6,71
6,0,Clear,Urban,62,20,9,4,3,39
7,0,Clear,Highway,47,34,22,6,2,58
23,1,Clear,Urban,78,20,7,3,3,23
14,0,Rain,Suburban,83,28,14,2,2,16
18,1,Rain,Suburban,83,31,20,4,5,35
2,0,Clear,Suburban,69,5,4,1,1,10
19,0,Clear,Suburban,30,59,17,5,6,94
8,0,Clear,Highway,28,34,22,4,2,82
13,0,Rain,Urban,81,16,6,2,2,32
8,0,Fog,Highway,59,59,11,4,2,58
0,1,Rain,Highway,67,8,2,1,1,10
16,0,Clear,Highway,88,28,8,3,3,38
5,0,Clear,Highway,64,10,3,0,1,6
15,0,Fog,Highway,82,27,11,1,2,15
20,0,Clear,Suburban,70,19,11,3,2,40
12,1,Clear,Highway,87,12,7,1,4,30
22,1,Clear,Highway,61,17,8,1,2,27
3,0,Rain,Urban,83,3,4,0,2,12
14,0,Clear,Urban,64,29,7,4,3,38
14,0,Rain,Urban,75,27,8,2,4,31
3,1,Clear,Urban,83,3,1,1,2,5
16,1,Clear,Suburban,86,22,9,4,2,21
8,1,Clear,Urban,85,45,20,6,6,37
23,0,Fog,Highway,68,22,12,2,4,28
3,1,Clear,Urban,69,8,4,1,1,7
1,1,Clear,Suburban,76,7,3,1,2,4
8,0,Clear,Suburban,31,50,17,5,5,76
9,1,Clear,Urban,41,24,17,7,3,53
13,0,Clear,Highway,56,19,12,2,2,43
4,0,Clear,Suburban,87,3,4,1,2,9
9,0,Rain,Suburban,44,36,16,3,3,62
7,1,Clear,Suburban,59,44,19,5,2,63
6,0,Clear,Suburban,70,28,12,4,4,20
13,0,Clear,Urban,46,27,7,2,3,45
8,0,Rain,Urban,58,48,16,7,5,48
1,0,Clear,Urban,61,7,1,1,2,7
5,1,Rain,Urban,82,8,1,1,2,7
14,1,Clear,Suburban,88,20,12,1,4,15
23,0,Clear,Urban,73,26,8,4,3,24
16,0,Clear,Urban,67,29,9,1,2,24
18,1,Clear,Urban,51,32,18,4,2,67
19,0,Clear,Suburban,28,35,24,4,4,98
12,1,Rain,Urban,60,11,9,3,2,12
10,0,Clear,Suburban,48,14,10,2,3,44
18,0,Clear,Suburban,57,55,24,4,5,56
0,0,Clear,Urban,72,4,1,0,2,6
2,1,Rain,Highway,66,7,1,0,1,8
2,0,Clear,Urban,65,10,4,0,2,12
20,1,Clear,Urban,66,15,12,2,2,25
19,0,Clear,Urban,35,30,14,3,5,77
13,0,Clear,Suburban,71,19,11,1,2,36
20,0,Clear,Highway,80,15,7,2,2,23
18,1,Clear,Highway,40,27,12,3,3,62
9,0,Clear,Suburban,33,55,16,6,6,82
23,0,Clear,Urban,72,24,9,1,4,23
9,1,Clear,Highway,79,24,22,6,6,35
7,0,Clear,Suburban,28,34,21,7,2,93
8,1,Clear,Urban,77,24,10,5,5,37
20,1,Clear,Suburban,81,12,14,2,3,26
22,0,Clear,Suburban,79,17,14,4,2,25
8,1,Rain,Suburban,74,42,18,4,6,35
12,0,Clear,Suburban,80,25,9,4,3,28
20,0,Clear,Urban,44,26,6,2,4,43
13,0,Clear,Highway,62,29,11,3,2,29
0,0,Rain,Highway,76,9,1,1,1,10
21,0,Rain,Urban,64,24,5,4,4,28
16,0,Rain,Urban,80,22,10,1,4,38
2,0,Clear,Suburban,69,11,1,0,1,19
9,1,Rain,Highway,84,40,15,5,4,28
6,0,Rain,Suburban,88,17,10,1,4,32
4,1,Clear,Urban,81,4,1,0,1,6
4,0,Rain,Highway,61,5,2,0,2,8
19,0,Fog,Suburban,67,33,23,7,6,31
5,0,Clear,Highway,75,9,1,0,2,14
6,0,Clear,Suburban,42,27,5,1,3,48
22,0,Rain,Highway,82,12,5,1,4,24
11,1,Clear,Urban,76,20,8,3,2,30
9,0,Fog,Highway,78,59,23,4,4,36
20,0,Rain,Urban,61,19,14,1,2,32
0,0,Clear,Highway,88,9,3,0,1,7
11,1,Clear,Urban,60,13,10,1,4,28
4,0,Clear,Suburban,87,4,3,0,2,18
14,0,Rain,Urban,74,20,7,3,4,20
4,0,Clear,Urban,66,8,3,0,2,6
6,0,Rain,Suburban,71,22,13,2,3,24
13,0,Clear,Highway,52,12,14,1,2,44
19,1,Clear,Urban,50,34,21,3,2,54
22,1,Clear,Urban,89,13,10,1,3,30
15,1,Fog,Urban,74,20,9,3,4,19
10,0,Rain,Urban,87,23,9,1,3,39
18,0,Rain,Suburban,46,54,17,6,3,51
0,1,Clear,Highway,69,6,1,0,1,8
7,1,Clear,Highway,87,25,20,3,5,37
6,0,Clear,Highway,55,22,6,3,3,44
15,0,Clear,Urban,55,20,11,3,4,45
5,1,Rain,Highway,76,2,3,1,2,7
5,0,Clear,Suburban,63,8,2,1,1,8
4,1,Fog,Highway,65,6,1,0,1,4
13,0,Rain,Highway,77,13,11,2,3,20
2,0,Rain,Suburban,62,9,3,0,2,7
11,1,Clear,Urban,81,16,9,4,2,33
18,1,Clear,Suburban,44,38,11,7,3,62
13,1,Clear,Suburban,66,16,9,2,2,29
20,0,Clear,Suburban,40,17,13,3,2,47
15,1,Clear,Suburban,61,16,7,3,3,19
5,1,Clear,Highway,75,3,2,0,2,10
15,0,Clear,Highway,79,18,10,4,2,31
13,0,Rain,Highway,85,27,11,4,4,38
20,0,Fog,Suburban,76,13,8,4,2,24
15,1,Clear,Highway,71,18,14,3,2,27
20,0,Clear,Highway,60,16,6,4,2,20
0,0,Clear,Highway,66,5,3,0,2,6
15,1,Clear,Urban,68,16,7,2,4,22
6,0,Clear,Suburban,66,17,5,1,2,20
11,0,Clear,Highway,69,18,13,2,4,21
5,0,Clear,Highway,85,9,3,0,1,18
22,0,Clear,Urban,59,23,13,1,4,45
5,0,Clear,Highway,61,7,2,1,1,11
9,0,Clear,Suburban,25,32,20,7,3,84
3,0,Clear,Highway,82,10,2,1,2,11
4,0,Fog,Suburban,74,5,2,0,1,3
10,0,Fog,Urban,69,29,10,2,4,21
13,0,Fog,Suburban,76,27,14,1,3,22
2,1,Clear,Urban,75,2,3,0,2,10
1,0,Clear,Suburban,77,3,3,0,2,15
6,0,Clear,Urban,70,14,9,1,4,26
15,1,Clear,Suburban,66,22,7,3,4,32
5,0,Clear,Urban,70,10,2,0,2,17
13,0,Clear,Suburban,65,17,9,2,4,25
16,0,Clear,Suburban,48,27,8,3,4,47
18,1,Clear,Urban,46,38,12,3,2,67
19,0,Clear,Highway,30,35,19,5,3,72
14,0,Clear,Suburban,48,21,13,4,4,47
0,0,Clear,Highway,65,4,2,1,2,13
1,0,Clear,Urban,74,5,4,0,1,18
15,0,Clear,Suburban,84,24,6,1,2,25
0,0,Fog,Urban,66,5,2,0,2,3
11,0,Clear,Urban,44,21,8,1,2,47
2,0,Clear,Suburban,71,7,4,0,1,13
17,0,Clear,Highway,27,50,10,5,4,76
22,1,Clear,Highway,66,16,12,1,4,25
3,0,Clear,Suburban,77,8,4,0,1,5
14,0,Clear,Urban,64,18,10,2,4,39
21,0,Clear,Highway,86,20,9,2,4,32
15,0,Clear,Urban,47,14,9,3,3,45
20,0,Clear,Urban,69,22,9,1,4,37
9,0,Clear,Urban,53,46,13,5,4,56
20,0,Fog,Urban,61,29,14,1,2,13
23,0,Clear,Urban,84,15,9,1,2,38
16,0,Rain,Highway,89,14,14,4,3,39
7,1,Clear,Urban,57,43,24,3,3,60
0,0,Clear,Highway,60,9,2,0,1,11
12,0,Clear,Suburban,83,15,9,2,4,30
14,0,Clear,Urban,73,23,10,2,4,37
6,0,Clear,Suburban,40,25,9,1,3,44
22,0,Rain,Urban,67,27,7,1,4,31
6,1,Clear,Highway,65,16,9,2,2,25
9,0,Rain,Suburban,56,33,12,4,5,62
14,0,Clear,Urban,57,17,12,2,2,45
5,0,Fog,Highway,69,3,2,0,2,9
23,0,Clear,Suburban,84,19,5,4,3,35
19,0,Clear,Highway,40,51,19,3,3,61
17,0,Fog,Suburban,68,41,21,3,5,38
15,0,Clear,Highway,89,16,11,2,3,34
0,0,Clear,Urban,79,8,2,1,1,15
0,1,Rain,Highway,65,2,4,1,2,7
17,0,Rain,Suburban,43,54,13,4,4,41
16,1,Clear,Urban,61,21,7,1,2,18
4,0,Clear,Urban,78,3,3,0,1,9
1,0,Clear,Urban,65,11,1,1,2,7
0,0,Clear,Suburban,83,3,3,1,1,5
19,0,Clear,Urban,26,35,14,6,4,71
8,1,Fog,Highway,67,34,16,4,4,39
16,0,Clear,Urban,60,25,11,2,4,40
8,0,Clear,Urban,38,45,20,4,5,80
16,0,Clear,Suburban,80,29,9,2,2,26
14,0,Clear,Suburban,50,14,8,4,4,47
5,0,Clear,Suburban,75,3,4,1,1,5
15,0,Clear,Urban,57,25,14,1,3,43
7,1,Clear,Suburban,42,47,21,7,4,45
9,0,Clear,Highway,37,46,22,4,3,85
2,1,Clear,Highway,71,6,4,1,2,13
14,0,Fog,Urban,69,18,12,4,2,24
23,0,Rain,Highway,75,22,14,3,3,23
20,1,Rain,Highway,85,17,8,3,3,15
17,0,Clear,Suburban,54,33,20,3,3,62
5,0,Rain,Highway,81,4,1,0,2,7
4,0,Clear,Urban,68,6,2,0,2,8
12,0,Clear,Suburban,83,21,6,2,3,28
5,0,Fog,Suburban,60,6,4,0,1,7
15,0,Clear,Urban,57,19,8,1,3,46
14,0,Clear,Highway,52,26,7,1,2,49
10,1,Clear,Highway,71,18,13,2,2,32
5,0,Fog,Urban,81,11,4,1,2,4
22,0,Clear,Highway,77,28,14,3,4,40
1,0,Clear,Suburban,72,3,4,1,2,10
21,1,Fog,Suburban,76,20,13,4,4,19
14,0,Clear,Suburban,72,28,6,4,3,31
15,1,Rain,Urban,86,21,14,4,2,16
14,1,Rain,Suburban,63,19,7,3,2,27
23,1,Clear,Urban,77,14,12,2,4,16
22,1,Fog,Highway,69,23,6,3,3,19
21,1,Clear,Highway,73,12,13,1,4,26
7,1,Clear,Suburban,42,44,15,5,5,49
9,0,Fog,Suburban,48,40,12,6,2,42
5,1,Rain,Urban,81,6,4,0,2,4
21,0,Clear,Urban,83,26,14,4,4,34
9,1,Clear,Highway,89,36,22,7,4,35
4,0,Rain,Highway,68,7,1,1,1,9
3,1,Fog,Urban,61,7,3,0,2,3
7,0,Clear,Suburban,32,39,22,3,2,82
20,0,Clear,Urban,62,29,10,1,2,27
19,0,Clear,Highway,22,55,17,7,5,79
0,0,Clear,Highway,77,3,2,0,2,8
2,0,Rain,Urban,63,4,3,1,2,4
6,1,Fog,Highway,60,12,12,2,2,16
17,1,Clear,Highway,43,27,16,5,5,46
11,0,Clear,Suburban,83,27,11,2,4,25
7,0,Rain,Urban,44,54,22,6,6,44
21,0,Clear,Suburban,78,26,14,3,3,24
12,0,Rain,Suburban,80,15,7,1,3,28
15,0,Clear,Urban,71,29,10,3,4,27
18,0,Clear,Urban,44,39,14,7,5,51
22,1,Clear,Suburban,83,23,6,2,2,19
23,1,Clear,Urban,68,14,6,1,4,22
11,0,Clear,Suburban,65,21,10,3,4,25
2,1,Clear,Suburban,80,4,4,0,1,5
7,0,Clear,Suburban,46,54,23,4,3,69
10,1,Clear,Suburban,74,12,8,4,4,29
11,1,Fog,Urban,81,10,8,3,2,19
14,1,Clear,Suburban,66,17,9,2,3,21
3,1,Clear,Highway,85,7,1,0,1,11
11,0,Clear,Urban,80,14,13,2,4,23
17,0,Rain,Urban,50,34,14,5,2,69
15,1,Clear,Urban,83,16,7,4,3,26
17,0,Clear,Urban,26,58,11,4,2,92
12,0,Clear,Suburban,67,20,11,4,2,39
17,0,Fog,Urban,61,51,20,3,2,31
11,0,Clear,Highway,53,27,5,2,4,47
6,0,Clear,Highway,46,24,13,2,3,48
9,1,Rain,Suburban,45,25,20,4,5,50
1,0,Clear,Suburban,75,4,1,1,2,11
10,0,Clear,Urban,86,26,10,4,3,31
21,0,Fog,Urban,66,15,13,2,2,21
2,1,Clear,Urban,88,4,1,1,2,7
17,0,Clear,Suburban,48,44,15,6,6,58
15,1,Clear,Urban,68,20,10,3,3,29
8,0,Clear,Urban,21,58,13,5,5,77
8,0,Clear,Highway,35,59,20,5,4,91
3,0,Clear,Suburban,61,4,2,1,2,14
22,0,Clear,Suburban,84,29,11,1,2,38
3,0,Clear,Urban,80,9,2,0,1,17
3,0,Clear,Suburban,73,8,2,0,1,10
13,0,Clear,Highway,70,29,13,2,3,33
19,1,Clear,Highway,50,24,18,5,3,51
21,1,Rain,Suburban,79,10,10,1,4,27
7,0,Clear,Urban,28,55,18,3,4,92
16,1,Rain,Suburban,61,13,12,3,3,16
6,0,Clear,Suburban,66,16,14,1,2,26
22,0,Clear,Suburban,78,28,14,3,2,29
22,0,Clear,Urban,62,18,6,3,2,20
0,0,Clear,Highway,68,9,1,1,2,7
1,0,Clear,Suburban,76,7,4,1,1,10
12,0,Clear,Suburban,58,23,12,2,4,46
19,0,Rain,Urban,26,50,18,7,4,76
6,1,Clear,Suburban,77,18,6,1,4,25
15,0,Clear,Urban,75,18,10,1,4,25
7,0,Rain,Highway,35,59,17,5,4,71
14,0,Clear,Urban,72,28,11,2,4,20
2,0,Clear,Urban,62,6,2,1,1,18
14,0,Fog,Urban,65,28,7,4,2,26
4,0,Clear,Suburban,64,10,4,1,2,8
7,0,Clear,Highway,51,33,11,4,2,57
10,1,Clear,Suburban,87,9,5,2,2,27
2,0,Rain,Suburban,86,7,3,0,1,4
13,0,Clear,Highway,82,27,14,1,4,40
15,1,Clear,Suburban,68,23,5,4,3,14
6,0,Clear,Highway,63,20,11,4,4,23
3,1,Rain,Urban,68,2,2,1,2,8
23,0,Rain,Urban,79,13,14,1,3,16
5,0,Clear,Urban,88,8,2,1,2,18
17,0,Clear,Suburban,38,32,15,3,4,91
7,1,Clear,Suburban,81,42,20,4,3,37
4,1,Clear,Highway,60,8,1,0,2,3
19,0,Clear,Highway,29,36,13,6,4,91
13,0,Rain,Highway,62,12,12,3,4,25
10,1,Clear,Suburban,70,9,7,1,4,23
23,1,Clear,Suburban,71,15,8,1,4,28
10,0,Clear,Suburban,54,17,8,3,3,48
14,0,Clear,Suburban,68,29,7,1,2,20
3,0,Clear,Urban,74,8,1,0,1,11
21,0,Clear,Highway,68,20,5,2,3,39
1,0,Clear,Suburban,81,7,1,0,2,8
12,0,Clear,Highway,86,17,12,3,4,30
4,0,Clear,Urban,80,3,4,1,1,10
5,0,Rain,Suburban,72,10,2,0,2,8
15,0,Clear,Suburban,73,17,13,2,2,24
3,0,Fog,Suburban,60,9,1,0,2,3
2,1,Clear,Suburban,74,8,1,0,2,8
5,1,Clear,Suburban,75,8,3,1,2,5
13,0,Clear,Highway,63,26,9,1,4,24
19,0,Clear,Highway,23,58,11,5,2,96
6,0,Clear,Urban,42,15,11,3,3,41
23,0,Clear,Suburban,47,17,13,4,4,42
8,0,Rain,Suburban,35,43,13,3,2,78
6,0,Clear,Suburban,58,21,7,2,4,49
2,1,Rain,Urban,64,4,4,0,1,8
2,0,Clear,Urban,65,9,2,1,1,11
21,0,Clear,Suburban,72,25,10,3,2,34
0,1,Clear,Highway,81,3,4,1,1,10
23,1,Rain,Urban,85,20,6,2,4,23
17,0,Rain,Urban,42,59,18,5,2,52
3,0,Fog,Suburban,67,5,1,0,1,3
17,0,Clear,Suburban,32,49,23,4,4,72
13,0,Rain,Suburban,78,13,9,3,3,28
20,0,Clear,Suburban,62,12,8,3,2,40
22,0,Rain,Highway,67,24,13,4,3,28
5,0,Rain,Suburban,63,3,3,0,2,12
14,0,Rain,Highway,67,24,9,1,2,22
14,1,Clear,Suburban,69,16,10,4,3,25
0,0,Rain,Highway,80,10,3,1,2,10
8,0,Clear,Urban,59,51,23,6,4,62
22,0,Clear,Urban,75,20,13,4,3,39
10,0,Clear,Urban,86,28,10,3,4,28
5,0,Clear,Urban,83,9,2,0,1,11
1,1,Clear,Urban,84,5,4,1,2,7
16,0,Rain,Suburban,74,18,6,2,3,36
16,0,Clear,Urban,65,29,13,3,2,27
18,0,Clear,Highway,48,55,11,5,6,70
0,0,Rain,Urban,81,5,3,0,2,4
6,0,Rain,Urban,89,19,9,1,3,36
4,0,Rain,Highway,79,3,1,1,1,5
22,1,Clear,Suburban,76,15,11,1,4,32
23,0,Rain,Suburban,74,14,12,4,4,20
21,0,Clear,Highway,45,27,6,2,3,43
6,1,Clear,Urban,89,20,5,3,4,31
2,0,Clear,Highway,74,4,2,1,1,11
1,0,Rain,Urban,80,5,3,0,1,5
7,0,Clear,Urban,54,47,15,4,4,65
10,1,Clear,Highway,83,12,7,2,2,21
0,0,Clear,Highway,87,7,3,1,2,19
13,0,Clear,Urban,72,25,10,1,2,31
3,1,Fog,Suburban,74,8,4,0,1,4
9,0,Clear,Suburban,33,32,18,5,3,98
3,0,Clear,Urban,84,10,1,0,1,18
19,0,Clear,Urban,58,42,13,3,2,51
19,1,Clear,Urban,55,45,24,6,2,46
12,0,Fog,Urban,84,12,8,3,4,23
21,0,Clear,Urban,60,20,13,2,4,34
4,0,Clear,Urban,88,9,4,1,1,8
10,0,Clear,Urban,58,15,12,4,4,44
22,0,Clear,Highway,70,19,6,3,3,23
20,0,Clear,Urban,76,29,6,1,4,22
15,1,Rain,Urban,76,10,5,1,4,20
22,0,Clear,Highway,75,18,10,1,4,25
18,0,Clear,Highway,24,50,10,7,5,99
5,0,Clear,Urban,70,6,4,0,1,13
2,0,Rain,Suburban,77,8,4,1,1,4
7,0,Rain,Suburban,20,55,22,6,3,75
6,0,Clear,Urban,61,22,9,2,4,27
18,1,Clear,Highway,42,32,11,4,3,65
23,0,Clear,Suburban,71,16,10,1,4,38
19,0,Clear,Urban,56,44,17,4,5,67
0,0,Clear,Highway,60,5,2,0,2,19
2,1,Clear,Highway,62,3,2,0,2,9
7,0,Clear,Suburban,38,41,15,6,2,72
17,0,Clear,Urban,33,42,13,6,5,83
2,0,Rain,Urban,60,10,3,1,1,4
9,1,Clear,Highway,51,32,17,5,2,60
14,0,Rain,Urban,62,26,6,2,2,36
20,0,Clear,Highway,86,14,14,2,2,21
20,0,Clear,Urban,70,25,7,1,2,22
19,1,Fog,Urban,61,28,21,3,3,31
0,0,Rain,Highway,73,7,1,1,2,9
20,0,Clear,Suburban,72,27,7,3,4,28
7,0,Clear,Urban,24,53,16,4,4,92
20,0,Clear,Suburban,59,28,12,4,4,46
17,0,Clear,Highway,42,31,13,5,6,62
2,0,Clear,Highway,83,11,2,0,1,14
23,1,Fog,Urban,88,20,10,1,2,19
14,0,Clear,Urban,86,24,8,3,2,40
19,0,Clear,Highway,20,51,23,6,2,81
23,0,Rain,Urban,84,24,12,2,4,36
16,0,Clear,Suburban,62,26,9,1,4,36
1,1,Rain,Urban,77,4,2,1,1,5
7,1,Clear,Urban,43,38,12,3,3,56
21,0,Clear,Suburban,65,27,13,1,3,23
21,1,Fog,Suburban,72,21,12,3,4,17
19,0,Clear,Highway,37,53,13,6,5,89
14,0,Clear,Suburban,69,18,9,1,4,21
20,0,Clear,Suburban,85,25,14,1,3,24
6,1,Clear,Urban,86,19,9,3,4,25
13,0,Clear,Suburban,78,13,10,4,2,27
2,1,Clear,Urban,88,5,3,1,2,11
10,1,Clear,Urban,89,17,9,3,3,22
4,0,Fog,Urban,73,11,4,0,2,11
18,1,Clear,Suburban,49,40,14,3,3,51
3,0,Clear,Highway,83,9,2,0,2,15
18,0,Clear,Highway,53,35,23,3,5,64
12,0,Rain,Suburban,64,27,14,4,4,19
4,0,Clear,Urban,61,7,1,1,2,6
14,0,Clear,Suburban,87,14,12,1,3,33
5,1,Clear,Urban,85,8,1,1,1,3
9,0,Rain,Suburban,24,42,19,3,2,79
20,1,Clear,Urban,74,17,12,2,3,31
0,0,Clear,Suburban,69,3,3,0,1,5
4,1,Clear,Highway,74,2,2,0,2,9
23,0,Clear,Urban,67,21,6,2,3,28
18,0,Clear,Highway,22,49,23,3,5,74
4,0,Rain,Urban,83,5,4,0,2,6
18,0,Clear,Urban,57,55,16,6,3,66
3,0,Clear,Urban,79,3,3,1,1,17
23,0,Clear,Suburban,64,27,6,2,3,23
5,0,Rain,Highway,79,6,2,1,2,15
7,1,Rain,Urban,51,36,13,3,3,55
12,1,Clear,Highway,78,10,8,2,2,32
11,0,Clear,Highway,76,26,5,4,2,35
2,0,Clear,Suburban,84,7,1,1,1,5
23,0,Clear,Urban,66,17,8,4,3,24
1,0,Clear,Suburban,75,10,1,1,1,16
20,0,Rain,Urban,75,24,11,3,3,33
7,0,Clear,Urban,56,34,23,4,3,59
22,1,Clear,Urban,67,16,12,2,3,14
23,0,Clear,Highway,71,27,10,4,2,20
5,1,Clear,Suburban,69,4,3,0,1,5
18,1,Clear,Suburban,46,40,21,5,5,45
5,0,Clear,Urban,72,5,3,0,2,5
15,0,Clear,Suburban,62,12,8,1,4,39
7,1,Rain,Suburban,78,29,23,3,5,40
17,0,Fog,Suburban,53,52,23,5,5,49
5,1,Rain,Suburban,63,8,4,1,1,7
